index,filename,source_relative_path,status,backend_save_allowed,review_required,reupload_required,backend_route,backend_reason_codes,warnings,quality_status,quality_score,quality_issues,ocr_success,ocr_confidence,ocr_text_length,ocr_text_quality_status,ocr_text_quality_score,document_type,document_type_confidence,common_field_count,critical_fields_valid_for_backend,field_validation_status,row_validation_status,safe_row_count,unsafe_row_count,lab_result_count,patient_name_found,date_found,age_found,sex_found,national_id_hash_found,text_relative_path,json_relative_path,source_preview
11,20260427_181636.jpg,samples/selected samples/20260427_181636.jpg,extracted_good,False,True,False,manual_review,missing_patient_identity_or_backend_context|missing_report_date|no_safe_lab_rows|some_rows_require_review,,good_quality,0.638,,True,0.641,310,usable_noisy_text,0.357,lab,0.6,2,False,"{""center_name"": ""valid"", ""national_id"": ""missing"", ""tracking_number"": ""valid"", ""date_of_test_or_report"": ""missing"", ""patient_name"": ""missing"", ""sex"": ""missing"", ""age"": ""missing"", ""doctor_name"": ""missing""}","{""review"": 4}",0,4,4,False,False,False,False,False,notebook_outputs/selected_samples_v7/texts/0011_20260427_181636.txt,notebook_outputs/selected_samples_v7/json/0011_20260427_181636.json,notebook_outputs/selected_samples_v7/source_previews/0011_20260427_181636.png
12,20260427_181654.jpg,samples/selected samples/20260427_181654.jpg,extracted_good,False,True,False,manual_review,missing_patient_identity_or_backend_context|missing_report_date|no_safe_lab_rows|some_rows_require_review,,needs_preprocessing,0.49,,True,0.634,296,usable_noisy_text,0.378,lab,1.0,2,False,"{""center_name"": ""valid"", ""national_id"": ""missing"", ""tracking_number"": ""missing"", ""date_of_test_or_report"": ""missing"", ""patient_name"": ""missing"", ""sex"": ""missing"", ""age"": ""missing"", ""doctor_name"": ""valid""}","{""review"": 2}",0,2,2,False,False,False,False,False,notebook_outputs/selected_samples_v7/texts/0012_20260427_181654.txt,notebook_outputs/selected_samples_v7/json/0012_20260427_181654.json,notebook_outputs/selected_samples_v7/source_previews/0012_20260427_181654.png
13,20260427_181713.jpg,samples/selected samples/20260427_181713.jpg,extracted_good,False,True,False,manual_review,missing_patient_identity_or_backend_context|missing_report_date,,good_quality,0.771,,True,0.647,256,usable_short_culture_text,0.4,lab,0.4,2,False,"{""center_name"": ""valid"", ""national_id"": ""missing"", ""tracking_number"": ""valid"", ""date_of_test_or_report"": ""missing"", ""patient_name"": ""missing"", ""sex"": ""missing"", ""age"": ""missing"", ""doctor_name"": ""missing""}","{""valid"": 1}",1,0,1,False,False,False,False,False,notebook_outputs/selected_samples_v7/texts/0013_20260427_181713.txt,notebook_outputs/selected_samples_v7/json/0013_20260427_181713.json,notebook_outputs/selected_samples_v7/source_previews/0013_20260427_181713.png
14,20260427_181919.jpg,samples/selected samples/20260427_181919.jpg,extracted_good,False,True,False,manual_review,missing_report_date|some_rows_require_review,,good_quality,0.765,,True,0.74,437,good_text,0.635,lab,0.8,6,False,"{""center_name"": ""valid"", ""national_id"": ""missing"", ""tracking_number"": ""valid"", ""date_of_test_or_report"": ""missing"", ""patient_name"": ""valid"", ""sex"": ""valid"", ""age"": ""valid"", ""doctor_name"": ""valid""}","{""valid"": 1, ""review"": 5}",1,5,6,True,False,True,True,False,notebook_outputs/selected_samples_v7/texts/0014_20260427_181919.txt,notebook_outputs/selected_samples_v7/json/0014_20260427_181919.json,notebook_outputs/selected_samples_v7/source_previews/0014_20260427_181919.png
15,۲۰۲۶۰۴۲۵_۲۲۰۷۰۰.jpg,samples/selected samples/۲۰۲۶۰۴۲۵_۲۲۰۷۰۰.jpg,extracted_good,False,True,False,manual_review,missing_patient_identity_or_backend_context|missing_report_date|some_rows_require_review,,good_quality,0.786,possible_rotation_or_sideways,True,0.713,1586,good_text,0.857,lab,1.0,3,False,"{""center_name"": ""valid"", ""national_id"": ""missing"", ""tracking_number"": ""valid"", ""date_of_test_or_report"": ""missing"", ""patient_name"": ""missing"", ""sex"": ""missing"", ""age"": ""missing"", ""doctor_name"": ""valid""}","{""valid"": 13, ""corrected_review"": 2, ""review"": 10, ""invalid"": 2}",13,14,27,False,False,False,False,False,notebook_outputs/selected_samples_v7/texts/0015_۲۰۲۶۰۴۲۵_۲۲۰۷۰۰.txt,notebook_outputs/selected_samples_v7/json/0015_۲۰۲۶۰۴۲۵_۲۲۰۷۰۰.json,notebook_outputs/selected_samples_v7/source_previews/0015_۲۰۲۶۰۴۲۵_۲۲۰۷۰۰.png
16,۲۰۲۶۰۴۲۸_۱۵۰۰۳۶.jpg,samples/selected samples/۲۰۲۶۰۴۲۸_۱۵۰۰۳۶.jpg,extracted_good,False,True,False,manual_review,missing_patient_identity_or_backend_context|missing_report_date|some_rows_require_review,,good_quality,0.84,,True,0.562,1210,good_text,0.789,lab,1.0,2,False,"{""center_name"": ""valid"", ""national_id"": ""missing"", ""tracking_number"": ""valid"", ""date_of_test_or_report"": ""missing"", ""patient_name"": ""missing"", ""sex"": ""missing"", ""age"": ""missing"", ""doctor_name"": ""missing""}","{""invalid"": 3, ""review"": 10, ""valid"": 2}",2,13,15,False,False,False,False,False,notebook_outputs/selected_samples_v7/texts/0016_۲۰۲۶۰۴۲۸_۱۵۰۰۳۶.txt,notebook_outputs/selected_samples_v7/json/0016_۲۰۲۶۰۴۲۸_۱۵۰۰۳۶.json,notebook_outputs/selected_samples_v7/source_previews/0016_۲۰۲۶۰۴۲۸_۱۵۰۰۳۶.png
17,۲۰۲۶۰۴۲۸_۱۵۰۰۵۱.jpg,samples/selected samples/۲۰۲۶۰۴۲۸_۱۵۰۰۵۱.jpg,ocr_unreliable_needs_reupload,False,False,True,ask_user_reupload,missing_patient_identity_or_backend_context|missing_report_date|ocr_unreliable_needs_reupload|some_rows_require_review,ocr_text_quality=gibberish_text,needs_preprocessing,0.523,severe_blur,True,0.261,1147,gibberish_text,0.301,unknown_medical,0.0,0,False,"{""center_name"": ""missing"", ""national_id"": ""missing"", ""tracking_number"": ""missing"", ""date_of_test_or_report"": ""missing"", ""patient_name"": ""missing"", ""sex"": ""missing"", ""age"": ""missing"", ""doctor_name"": ""missing""}","{""review"": 1}",0,1,1,False,False,False,False,False,notebook_outputs/selected_samples_v7/texts/0017_۲۰۲۶۰۴۲۸_۱۵۰۰۵۱.txt,notebook_outputs/selected_samples_v7/json/0017_۲۰۲۶۰۴۲۸_۱۵۰۰۵۱.json,notebook_outputs/selected_samples_v7/source_previews/0017_۲۰۲۶۰۴۲۸_۱۵۰۰۵۱.png
18,۲۰۲۶۰۴۲۸_۱۵۰۱۰۶.jpg,samples/selected samples/۲۰۲۶۰۴۲۸_۱۵۰۱۰۶.jpg,extracted_good,False,True,False,manual_review,missing_patient_identity_or_backend_context|missing_report_date|some_rows_require_review,,good_quality,0.77,,True,0.445,1015,good_text,0.605,lab,0.4,1,False,"{""center_name"": ""missing"", ""national_id"": ""missing"", ""tracking_number"": ""valid"", ""date_of_test_or_report"": ""missing"", ""patient_name"": ""missing"", ""sex"": ""missing"", ""age"": ""missing"", ""doctor_name"": ""missing""}","{""review"": 7, ""valid"": 1}",1,7,8,False,False,False,False,False,notebook_outputs/selected_samples_v7/texts/0018_۲۰۲۶۰۴۲۸_۱۵۰۱۰۶.txt,notebook_outputs/selected_samples_v7/json/0018_۲۰۲۶۰۴۲۸_۱۵۰۱۰۶.json,notebook_outputs/selected_samples_v7/source_previews/0018_۲۰۲۶۰۴۲۸_۱۵۰۱۰۶.png
19,۲۰۲۶۰۴۲۸_۱۵۰۱۲۰.jpg,samples/selected samples/۲۰۲۶۰۴۲۸_۱۵۰۱۲۰.jpg,extracted_good,False,True,False,manual_review,missing_patient_identity_or_backend_context|missing_report_date|some_rows_require_review,,good_quality,0.849,,True,0.644,395,usable_short_culture_text,0.4,lab,1.0,3,False,"{""center_name"": ""valid"", ""national_id"": ""missing"", ""tracking_number"": ""valid"", ""date_of_test_or_report"": ""missing"", ""patient_name"": ""missing"", ""sex"": ""missing"", ""age"": ""missing"", ""doctor_name"": ""valid""}","{""valid"": 2, ""review"": 1}",2,1,3,False,False,False,False,False,notebook_outputs/selected_samples_v7/texts/0019_۲۰۲۶۰۴۲۸_۱۵۰۱۲۰.txt,notebook_outputs/selected_samples_v7/json/0019_۲۰۲۶۰۴۲۸_۱۵۰۱۲۰.json,notebook_outputs/selected_samples_v7/source_previews/0019_۲۰۲۶۰۴۲۸_۱۵۰۱۲۰.png
20,۲۰۲۶۰۴۲۸_۱۵۰۲۲۸.jpg,samples/selected samples/۲۰۲۶۰۴۲۸_۱۵۰۲۲۸.jpg,extracted_good,False,True,False,manual_review,missing_patient_identity_or_backend_context|missing_report_date|no_safe_lab_rows|some_rows_require_review,,good_quality,0.849,,True,0.48,587,usable_noisy_text,0.4,lab,0.2,0,False,"{""center_name"": ""missing"", ""national_id"": ""missing"", ""tracking_number"": ""missing"", ""date_of_test_or_report"": ""missing"", ""patient_name"": ""missing"", ""sex"": ""missing"", ""age"": ""missing"", ""doctor_name"": ""missing""}","{""invalid"": 1, ""review"": 3}",0,4,4,False,False,False,False,False,notebook_outputs/selected_samples_v7/texts/0020_۲۰۲۶۰۴۲۸_۱۵۰۲۲۸.txt,notebook_outputs/selected_samples_v7/json/0020_۲۰۲۶۰۴۲۸_۱۵۰۲۲۸.json,notebook_outputs/selected_samples_v7/source_previews/0020_۲۰۲۶۰۴۲۸_۱۵۰۲۲۸.png
